stock_code,stock_name,industry_code,peer_stock_codes,peer_stock_names,business_tags,sector,industry,business_model,source
001940,KISCO홀딩스,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002020,코오롱,276,028260|000150|003550|000880|001040|004800,삼성물산|두산|LG|한화|CJ|효성,industrial machinery,Industrials,Machinery and Industrial Equipment,Industrial machinery and equipment manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
002030,아세아,289,002380|300720|038500|003300|344820|025900,KCC|한일시멘트|삼표시멘트|한일홀딩스|KCC글라스|동화기업,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002070,비비안,274,111770|383220|081660|009970|093050|007700,영원무역|F&F|미스토홀딩스|영원무역홀딩스|LF|F&F홀딩스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002100,경농,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,chemicals|holding company,Materials,Specialty Chemicals,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002140,고려산업,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,industrial machinery|food and beverage,Industrials,Machinery and Industrial Equipment,Industrial machinery and equipment manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
002150,도화엔지니어링,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
002170,SYTS,274,111770|383220|081660|009970|093050|007700,영원무역|F&F|미스토홀딩스|영원무역홀딩스|LF|F&F홀딩스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002200,한국수출포장공업,311,014820|251970|008730|016590|002310|023600,동원시스템즈|펌텍코리아|율촌화학|신대양제지|아세아제지|삼보판지,software platform|industrial machinery|chemicals|materials,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
002210,동성제약,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002220,한일철강,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002230,피에스텍,283,373220|006400|247540|066970|450080|043260,LG에너지솔루션|삼성SDI|에코프로비엠|엘앤에프|에코프로머티|성호전자,semiconductors|battery|energy|software platform,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
002240,고려제강,304,005490|004020|001430|016380|009520|058650,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|세아홀딩스,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002290,삼일기업공사,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
002310,아세아제지,311,014820|251970|008730|016590|023600|011280,동원시스템즈|펌텍코리아|율촌화학|신대양제지|삼보판지|태림포장,software platform|chemicals|materials,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
002320,한진,326,086280|000120|004360|000700|009070|004140,현대글로비스|CJ대한통운|세방|유수홀딩스|KCTC|동방,logistics|holding company,Industrials,Logistics and Transportation,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002350,넥센타이어,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
002360,SH에너지화학,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,energy|chemicals|holding company,Energy,Energy Infrastructure,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002380,케이씨씨,289,300720|038500|003300|344820|002030|025900,한일시멘트|삼표시멘트|한일홀딩스|KCC글라스|아세아|동화기업,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002390,한독,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002410,범양건영,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
002420,세기상사,313,034730|096770|010950|078930|006120|0001A0,SK|SK이노베이션|S-Oil|GS|SK디스커버리|덕양에너젠,energy|retail,Energy,Energy Infrastructure,Merchandising and commerce,NAVER_STOCK_INDUSTRY_COMPARE
002450,삼익악기,271,121440|039830|088390|011420|024950|050120,골프존홀딩스|오로라|이녹스|갤럭시아에스엠|삼천리자전거|ES큐브,leisure|holding company,Consumer Discretionary,"Hotels, Restaurants, and Leisure",Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002460,HS화성,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
002600,조흥,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,food and beverage,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",NAVER_STOCK_INDUSTRY_COMPARE
002620,제일파마홀딩스,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002630,오리엔트바이오,286,196170|950160|298380|087010|347850|145020,알테오젠|코오롱티슈진|에이비엘바이오|펩트론|디앤디파마텍|휴젤,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
002680,한탑,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,food and beverage,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",NAVER_STOCK_INDUSTRY_COMPARE
002690,동일제강,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002700,신일전자,298,021240|009450|192400|065350|284740|270660,코웨이|경동나비엔|쿠쿠홀딩스|신성델타테크|쿠쿠홈시스|에브리봇,semiconductors|software platform|holding company,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
002710,TCC스틸,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002720,국제약품,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002760,보락,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,food and beverage,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",NAVER_STOCK_INDUSTRY_COMPARE
002780,진흥기업,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
002790,아모레퍼시픽홀딩스,266,278470|090430|051900|483650|161890|192820,에이피알|아모레퍼시픽|LG생활건강|달바글로벌|한국콜마|코스맥스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002800,신신제약,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002810,삼영무역,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,chemicals|holding company,Materials,Specialty Chemicals,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002820,SUN&L,318,078130|034810|213500|027970|009580|001020,국일제지|해성산업|한솔제지|한국제지|무림P&P|페이퍼코리아,industrial machinery|materials,Industrials,Machinery and Industrial Equipment,Industrial machinery and equipment manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
002840,미원상사,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,retail|chemicals|holding company,Consumer Discretionary,Retail,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002870,신풍,311,014820|251970|008730|016590|002310|023600,동원시스템즈|펌텍코리아|율촌화학|신대양제지|아세아제지|삼보판지,software platform|chemicals|materials,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
002880,디와이에이,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
002900,TYM,299,034020|277810|241560|454910|267270|108490,두산에너빌리티|레인보우로보틱스|두산밥캣|두산로보틱스|HD건설기계|로보티즈,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
002920,유성기업,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
002960,한국쉘석유,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,energy|chemicals|holding company,Energy,Energy Infrastructure,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
002990,금호건설,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
003000,부광약품,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
003010,혜인,299,034020|277810|241560|454910|267270|108490,두산에너빌리티|레인보우로보틱스|두산밥캣|두산로보틱스|HD건설기계|로보티즈,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
003030,세아제강지주,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
